cex;nama_token;ticker;sc;decimals
MEXC;MarsDAO;MDAO;0x60322971a672B81BccE5947706D22c19dAeCf6Fb;18
GATE;MarsDAO;MDAO;0x60322971a672B81BccE5947706D22c19dAeCf6Fb;18
GATE;Market Making Pro;MMPRO;0x6067490d05f3cf2fdffc0e353b1f5fd6e5ccdf70;18
KUCOIN;IZI;IZI;0x60d01ec2d5e98ac51c8b4cf84dfcce98d527c747;18
GATE;Daolity;DAOLITY;0x6123c1bee174cbf500ab6c02cee47ec348fe871f;18
KUCOIN;ARTY;ARTY;0x617cab4aaae1f8dfb3ee138698330776a1e1b324;6
GATE;Artyfact;ARTY;0x617Cab4aAae1f8dfb3eE138698330776a1e1b324;6
MEXC;Artyfact;ARTY;0x617Cab4aAae1f8dfb3eE138698330776a1e1b324;6
MEXC;Skate;SKATE;0x61DBbBb552dc893ab3aAd09F289f811E67cEf285;18
MEXC;INFINIT;IN;0x61fac5F038515572d6F42d4BcB6B581642753D50;18
GATE;Hana Network;HANA;0x6261963ebe9ff014aad10ecc3b0238d4d04e8353;18
KUCOIN;HANA;HANA;0x6261963ebe9ff014aad10ecc3b0238d4d04e8353;18
MEXC;Hana;HANA;0x6261963EbE9Ff014aAd10eCc3b0238D4D04E8353;18
KUCOIN;ERTHA;ERTHA;0x62823659d09f9f9d2222058878f89437425eb261;18
MEXC;Beam;BEAMX;0x62D0A8458eD7719FDAF978fe5929C6D342B0bFcE;18
GATE;Beam;BEAMX;0x62d0a8458ed7719fdaf978fe5929c6d342b0bfce;18
BINANCE;Beam (Formerly Merit Circle);BEAMX;0x62d0a8458ed7719fdaf978fe5929c6d342b0bfce;18
MEXC;Wodo Gaming;XWGT;0x62D7C4E3566f7f4033fc8e01b4d8e9BBc01c0760;18
GATE;Ramifi Protocol;RAM;0x63290fc683d11ea077aba09596ff7387d49df912;9
GATE;DeFi Warrior;FIWA;0x633237C6FA30FAe46Cc5bB22014DA30e50a718cC;18
GATE;Sinverse;SIN;0x6397de0F9aEDc0F7A8Fa8B438DDE883B9c201010;18
KUCOIN;SIN;SIN;0x6397de0f9aedc0f7a8fa8b438dde883b9c201010;18
MEXC;SinVerse;SIN;0x6397de0f9aedc0f7a8fa8b438dde883b9c201010;18
GATE;Popcoin;POP;0x63bc9770ea9a2f21df6cc1224d64d8dec9c61a74;18
GATE;Boxcat;BOXCAT;0x63ee66898ed6fbe0116c27dfe44e18f0cb5bf963;18
KUCOIN;OFN;OFN;0x656842617576232f829f05efb43bc9eb1c82b364;18
MEXC;Openfabric AI;OFN;0x656842617576232f829F05EFB43BC9EB1c82b364;18
GATE;Freedogs;FREEDOG;0x6587eff07d9ae00f05fae2a3a032b2c1a1dfce41;18
KUCOIN;FREEDOG;FREEDOG;0x6587eff07d9ae00f05fae2a3a032b2c1a1dfce41;18
BINANCE;ForTube;FOR;0x658a109c5900bc6d2357c87549b651670e5b0539;18
GATE;Ariva;ARV;0x6679eb24f59dfe111864aec72b443d1da666b360;8
BINANCE;Measurable Data Token;MDT;0x668db7aa38eac6b40c9d13dbe61361dc4c4611d1;18
GATE;Brokoli;BRKL;0x66cafcf6c32315623c7ffd3f2ff690aa36ebed38;18
GATE;AILayer;AIL;0x66e3daa0c86e0ad56302d36af0e7c1ba24442244;18
BINANCE;Loopring;LRC;0x66e4d38b20173f509a1ff5d82866949e4fe898da;18
MEXC;Seed.Photo;PHOTO;0x6730f7A6BbB7b9C8e60843948f7FEB4B6a17B7F7;18
GATE;Hamster;HAM;0x679D5b2d94f454c950d683D159b87aa8eae37C9e;7
MEXC;Hamster;HAM;0x679d5b2d94f454c950d683d159b87aa8eae37c9e;7
BINANCE;The Sandbox;SAND;0x67b725d7e342d7b611fa85e859df9697d9378b2e;18
INDODAX;DODO;DODO;0x67ee3cb086f8a16f34bee3ca72fad36f7db929e2;18
BINANCE;DODO;DODO;0x67ee3cb086f8a16f34bee3ca72fad36f7db929e2;18
BITGET;DODO;DODO;0x67ee3cb086f8a16f34bee3ca72fad36f7db929e2;18
GATE;DODO;DODO;0x67ee3cb086f8a16f34bee3ca72fad36f7db929e2;18
GATE;Opulous;OPUL;0x686318000d982bc8dcc1cdcf8ffd22322f0960ed;18
MEXC;Simons Cat;CAT;0x6894CDe390a3f51155ea41Ed24a33A4827d3063D;18
KUCOIN;CAT;CAT;0x6894cde390a3f51155ea41ed24a33a4827d3063d;18
GATE;Simons Cat;CAT;0x6894CDe390a3f51155ea41Ed24a33A4827d3063D;18
BINANCE;1000*Simons Cat;1000CAT;0x6894cde390a3f51155ea41ed24a33a4827d3063d;18
INDODAX;CAT;CAT;0x6894cde390a3f51155ea41ed24a33a4827d3063d;18
MEXC;Public Masterpiece;PMT;0x68Ae2F202799be2008c89e2100257e66F77DA1f3;18
GATE;Attarius Network;ATRS;0x68d4f8821731057c1b8dd4e74cd2956f4761c58c;18
GATE;Mist;MIST;0x68e374f856bf25468d365e539b700b648bf94b67;18
BITGET;FAIR3;FAIR3;0x6952c5408b9822295ba4a7e694d0c5ffdb8fe320;18
GATE;Fair and Free;FAIR3;0x6952c5408b9822295ba4a7e694d0c5ffdb8fe320;18
BINANCE;LayerZero;ZRO;0x6985884c4392d348587b19cb9eaaf157f13271cd;18
MEXC;EchoVerse;EVSE;0x699E3b471A053350158864CA399D4e6FcD923DbC;18
KUCOIN;OBI;OBI;0x69a87c8788d4a48c1362b3b357d0e6b59c11d93f;18
GATE;Orbofi;OBI;0x69a87c8788d4a48c1362b3b357d0e6b59c11d93f;18
KUCOIN;TRVL;TRVL;0x6a8fd46f88dbd7bdc2d536c604f811c63052ce0f;18
GATE;Dtravel;TRVL;0x6a8Fd46F88dBD7bdC2D536C604f811C63052ce0F;18
MEXC;Zyphora;ZYPH;0x6aC9dF6C8b45F841eB9235994e3dC248073d862b;9
KUCOIN;POLC;POLC;0x6ae9701b9c423f40d54556c9a443409d79ce170a;18
GATE;Polka City;POLC;0x6ae9701b9c423f40d54556c9a443409d79ce170a;18
GATE;NuriTopia;NBLU;0x6bA5657BBFf83cb579503847C6bAa47295Ef79a8;18
GATE;Polytrade;TRADE;0x6ba7a8f9063c712c1c8cabc776b1da7126805f3b;18
GATE;BUILDon;B;0x6bdcce4a559076e37755a78ce0c06214e59e4444;18
MEXC;B;B;0x6bdcCe4A559076e37755a78Ce0c06214E59e4444;18
BITGET;B;B;0x6bdcce4a559076e37755a78ce0c06214e59e4444;18
MEXC;CROSS;CROSS;0x6bf62ca91e397B5A7d1D6bCe97D9092065d7A510;18
BITGET;CROSS;CROSS;0x6bf62ca91e397b5a7d1d6bce97d9092065d7a510;18
KUCOIN;CROSS;CROSS;0x6bf62ca91e397b5a7d1d6bce97d9092065d7a510;18
GATE;CROSS;CROSS;0x6bf62ca91e397b5a7d1d6bce97d9092065d7a510;18
BINANCE;AdEx;ADX;0x6bff4fb161347ad7de4a625ae5aa3a1ca7077819;18
MEXC;Zenqira;ZENQ;0x6c067F39Cd81067D63718a5186Ad4b3866318adC;18
GATE;Baby Neiro;BABYNEIRO;0x6cdd08de79231a1957f205a3fe5cf9dbf4b0c454;9
INDODAX;KUNCI;KUNCI;0x6cf271270662be1c4fc1b7bb7d7d7fc60cc19125;6
INDODAX;DEFI;DEFI;0x6d106c0b8d2f47c5465bdbd58d1be253762cbbc1;18
MEXC;DEFI;DEFI;0x6d106C0B8d2f47c5465bdBD58D1Be253762cBBC1;18
KUCOIN;DEFI;DEFI;0x6d106c0b8d2f47c5465bdbd58d1be253762cbbc1;18
GATE;Lnfi Network;LN;0x6d2ebdf6d551d8408e7d896e9a1ec6f84806e193;6
BINANCE;Troy;TROY;0x6d41f64c567acbf36f88763306ff6fb50ff61458;18
BITGET;BROCCOLI;BROCCOLI;0x6d5ad1592ed9d6d1df9b93c793ab759573ed6714;18
BINANCE;CZ'S Dog (broccoli.ngo);BROCCOLI714;0x6d5ad1592ed9d6d1df9b93c793ab759573ed6714;18
MEXC;CZ S DOG;BROCCOLI;0x6d5ad1592ed9d6d1df9b93c793ab759573ed6714;18
GATE;CZ'S DOG;BROCCOLI;0x6d5ad1592ed9d6d1df9b93c793ab759573ed6714;18
MEXC;Katana Inu;KATA;0x6D6bA21E4C4b29CA7Bfa1c344Ba1E35B8DaE7205;18
MEXC;Bluwhale Points;BLUP;0x6DFA5cfb15A439F78B118a14780E7C07A14148Af;18
BINANCE;DeXe;DEXE;0x6e88056e8376ae7709496ba64d37fa2f8015ce3e;18
INDODAX;DEXE;DEXE;0x6e88056e8376ae7709496ba64d37fa2f8015ce3e;18
KUCOIN;DEXE;DEXE;0x6e88056e8376ae7709496ba64d37fa2f8015ce3e;18
GATE;Wiki Cat;WKC;0x6ec90334d89dbdc89e08a133271be3d104128edb;18
MEXC;WIKI CAT;WKC;0x6Ec90334d89dBdc89E08A133271be3d104128Edb;18
MEXC;RCADE;RCADE;0x6f0037C79d144d5B8E3E6f04E49FBb5f25fD508f;18
MEXC;OKAMI Project;OKM;0x6f0e4623C17fad316f61432E873765EFe5010681;18
BITGET;ARPA;ARPA;0x6f769e65c14ebd1f68817f5f1dcdb61cfa2d6f7e;18
BINANCE;ARPA Network;ARPA;0x6f769e65c14ebd1f68817f5f1dcdb61cfa2d6f7e;18
GATE;ARPA;ARPA;0x6f769e65c14ebd1f68817f5f1dcdb61cfa2d6f7e;18
MEXC;BICITY AI PROJECTS;BICITY;0x6Fa9C0EE8a1F237466bB9CAc8466bFA2aA63A978;18
GATE;BiCity;BICITY;0x6fa9c0ee8a1f237466bb9cac8466bfa2aa63a978;18
BINANCE;VeChain;VET;0x6fdcdfef7c496407ccb0cec90f9c5aaa1cc8d888;18
BINANCE;Polkadot;DOT;0x7083609fce4d1d8dc0c979aab8c869ea2c873402;18
MEXC;BTC-BSC;BTC;0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c;18
BITGET;BTC;BTC;0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c;18
BINANCE;Bitcoin;BTC;0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c;18
GATE;Bitcoin;BTC;0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c;18
BITGET;AXS;AXS;0x715d400f88c167884bbcc41c5fea407ed4d2f8a0;18
MEXC;Axie Infinity;AXS;0x715D400F88C167884bbCc41C5FeA407ed4D2f8A0;18
BINANCE;Axie Infinity;AXS;0x715d400f88c167884bbcc41c5fea407ed4d2f8a0;18
GATE;Superpower Squad;SQUAD;0x724A32dFFF9769A0a0e1F0515c0012d1fB14c3bd;18
GATE;Shirtum;SHI;0x7269d98af4aa705e0b1a5d8512fadb4d45817d5a;18
GATE;NAWS.AI;NAWS;0x726a54e04f394b6e44e58a2d7cb0fec61361d10e;18
BINANCE;Unifi Protocol DAO;UNFI;0x728c5bac3c3e370e372fc4671f9ef6916b814d8b;18
BINANCE;Gifto;GFT;0x72ff5742319ef07061836f5c924ac6d72c919080;18
GATE;Onyxcoin;XCN;0x7324c7C0d95CEBC73eEa7E85CbAac0dBdf88a05b;18
BITGET;XCN;XCN;0x7324c7c0d95cebc73eea7e85cbaac0dbdf88a05b;18
KUCOIN;XCN;XCN;0x7324c7c0d95cebc73eea7e85cbaac0dbdf88a05b;18
GATE;SophiaVerse;SOPHIA;0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380;18
MEXC;Anoma;XAN;0x7427bd9542e64d1Ac207a540CfCE194B7390a07f;18
MEXC;Jager Hunter;JAGER;0x74836cC0E821A6bE18e407E6388E430B689C66e9;18
GATE;NAOS Finance;NAOS;0x758d08864fb6cce3062667225ca10b8f00496cc2;18
GATE;Dvision Network;DVI;0x758fb037a375f17c7e195cc634d77da4f554255b;18
MEXC;Alltoscan;ATS;0x75D8BB7fBd4782a134211dc350Ba5c715197B81d;18
GATE;Alltoscan;ATS;0x75d8bb7fbd4782a134211dc350ba5c715197b81d;18
INDODAX;NFP;NFP;0x75e8ddb518bb757b4282cd5b83bb70d4101d12fb;18
KUCOIN;NFP;NFP;0x75e8ddb518bb757b4282cd5b83bb70d4101d12fb;18
BINANCE;Linear;LINA;0x762539b45a1dcce3d36d080f74d1aed37844b878;18
BINANCE;Glimmer;GLMR;0x76f3ce6af26de7a9854dbd153acd8f46a2cf5133;18
BINANCE;Treehouse;TREE;0x77146784315ba81904d654466968e3a7c196d1f3;18
MEXC;TREE;TREE;0x77146784315Ba81904d654466968e3a7c196d1f3;18
GATE;Treecle;TRCL;0x774a53c2be994299bd07cb4d74fc7c0271916713;18
GATE;LayerAI;LAI;0x776f9987d9deed90eed791cbd824d971fd5ccf09;18
GATE;Lazio Fan Token;LAZIO;0x77d547256a2cd95f32f67ae0313e450ac200648d;8
BINANCE;Lazio Fan Token;LAZIO;0x77d547256a2cd95f32f67ae0313e450ac200648d;8
MEXC;S.S. Lazio Fan Token;LAZIO;0x77d547256A2cD95F32F67aE0313E450Ac200648d;8
BITGET;LAZIO;LAZIO;0x77d547256a2cd95f32f67ae0313e450ac200648d;8
KUCOIN;CAS;CAS;0x780207b8c0fdc32cf60e957415bfa1f2d4d9718c;18
MEXC;MIRA;MIRA;0x7839Fbfd09DaE4d0F15BfB36b8f16f7898FBE684;18
BINANCE;Mira;MIRA;0x7839fbfd09dae4d0f15bfb36b8f16f7898fbe684;18
INDODAX;B2;B2;0x783c3f003f172c6ac5ac700218a357d2d66ee2a2;18
GATE;BSquared Network;B2;0x783c3f003f172c6ac5ac700218a357d2d66ee2a2;18
MEXC;BSquared Network;B2;0x783c3f003f172c6Ac5AC700218a357d2D66Ee2a2;18
BITGET;B2;B2;0x783c3f003f172c6ac5ac700218a357d2d66ee2a2;18
KUCOIN;B2;B2;0x783c3f003f172c6ac5ac700218a357d2d66ee2a2;18
GATE;BTCST;BTCST;0x78650b139471520656b9e7aa7a5e9276814a38e9;17
KUCOIN;TOG;TOG;0x787d995c3d601d7fd9ea3b7355d12adec690c74b;18
GATE;ApolloX;APX;0x78f5d389f5cdccfc41594abab4b0ed02f31398b3;18
MEXC;Elderglade;ELDE;0x799a290F9CC4085a0ce5b42b5F2C30193A7a872B;18
KUCOIN;ELDE;ELDE;0x799a290f9cc4085a0ce5b42b5f2c30193a7a872b;18
GATE;Elderglade;ELDE;0x799a290f9cc4085a0ce5b42b5f2c30193a7a872b;18
GATE;Coresky;CSKY;0x79a4baa491fecc00a3b81a281bd97abca932f5f6;18
MEXC;Project Merlin;MRLN;0x79bE2B20389A869476d183b1f42B9950EAf457d8;18
GATE;Project Merlin;MRLN;0x79be2b20389a869476d183b1f42b9950eaf457d8;18
MEXC;MBOOM;MBOOM;0x7aC2B2378608B090f9d54742B9b2391876fC01f4;18
MEXC;JLaunchpad;JLP;0x7ADd55f6220A63C5E1fda057EfDf5600c02dDF3F;18
INDODAX;MILK;MILK;0x7b4bf9feccff207ef2cb7101ceb15b8516021acd;6
MEXC;MilkyWay;MILK;0x7b4Bf9fEcCfF207eF2CB7101Ceb15b8516021AcD;6
BITGET;MILK;MILK;0x7b4bf9feccff207ef2cb7101ceb15b8516021acd;6
GATE;Chappyz;CHAPZ;0x7b56748a3ef9970a5bae99c58ad8bc67b26c525f;10
GATE;Amazy;AZY;0x7b665B2F633d9363b89A98b094B1F9E732Bd8F86;18
MEXC;iMe Lab;LIME;0x7bC75e291E656E8658D66Be1cc8154A3769A35Dd;18
GATE;iMe Lab;LIME;0x7bc75e291e656e8658d66be1cc8154a3769a35dd;18
MEXC;GG3;GGX;0x7bedaA6e5f43e1d83d667CfE770252a32532369E;18
MEXC;AustralianShepherd;ASS;0x7c63f96feafacd84e75a594c00fac3693386fbf0;9
GATE;Bless;BLESS;0x7c8217517ed4711fe2deccdfeffe8d906b9ae11f;9
MEXC;Bless;BLESS;0x7C8217517ed4711fe2DECCdFefFE8d906b9Ae11F;9
INDODAX;BMT;BMT;0x7d814b9ed370ec0a502edc3267393bf62d891b62;18
KUCOIN;BMT;BMT;0x7d814b9ed370ec0a502edc3267393bf62d891b62;18
GATE;Bubblemaps;BMT;0x7d814b9ed370ec0a502edc3267393bf62d891b62;18
MEXC;BMT-BSC;BMT;0x7d814b9eD370Ec0a502EdC3267393bF62d891B62;18
BINANCE;Bubblemaps;BMT;0x7d814b9ed370ec0a502edc3267393bf62d891b62;18
KUCOIN;GOMINING;GOMINING;0x7ddc52c4de30e94be3a6a0a2b259b2850f421989;18
MEXC;GMT Token;GOMINING;0x7Ddc52c4De30e94Be3A6A0A2b259b2850f421989;18
BITGET;GOMINING;GOMINING;0x7ddc52c4de30e94be3a6a0a2b259b2850f421989;18
GATE;GoMining;GOMINING;0x7Ddc52c4De30e94Be3A6A0A2b259b2850f421989;18
MEXC;Succinct;PROVE;0x7DDf164CEcfddd0f992299D033B5a11279A15929;18
BINANCE;Succinct;PROVE;0x7ddf164cecfddd0f992299d033b5a11279a15929;18
GATE;Midle;MIDLE;0x7e0d753d44d5a7492d31ffc020c9b0d07c6d05d7;18
GATE;Cyber Arena Token;CYBERARENA;0x7e3784220740e61dc700501bd6771226e11d8897;18
MEXC;myDid;SYL;0x7e52a123Ed6DB6Ac872A875552935fBbD2544c86;6
INDODAX;ChainX;IDX;0x7E6436022e7C5dd36E6Cbf3B5599e03271eed99e;18
KUCOIN;BOMB;BOMB;0x7e975d85714b11d862c7cffee3c88d565a139eb7;18
MEXC;Bombie;BOMB;0x7e975D85714B11d862C7cFFEe3C88d565a139Eb7;18
MEXC;DYNACHAIN;DYNA;0x7EA42e53033B9c4BF975c1afcF17FF7EF25b04a4;18
MEXC;Web3 Decision;WEB3D;0x7eD9054C48088bb8Cfc5C5fbC32775b9455A13f7;18
BINANCE;DFI.Money;YFII;0x7f70642d88cf1c4a3a7abb072b53b929b653eda5;18
KUCOIN;VOLT;VOLT;0x7f792db54b0e580cdc755178443f0430cf799aca;9
GATE;Volt Inu;VOLT;0x7f792db54B0e580Cdc755178443f0430Cf799aCa;9
BITGET;VOLT;VOLT;0x7f792db54b0e580cdc755178443f0430cf799aca;9
INDODAX;MicroCreditToken;MCT;0x80b199FEDB89EB5FD6B4efD9F000508ecC76F81C;18
BINANCE;AS Roma Fan Token;ASR;0x80d5f92c2c8c682070c95495313ddb680b267320;2
MEXC;PoP Planet;P;0x810DF4c7Daf4eE06AE7c621D0680E73a505C9A06;18
GATE;PoP Planet;P;0x810df4c7daf4ee06ae7c621d0680e73a505c9a06;18
BITGET;P;P;0x810df4c7daf4ee06ae7c621d0680e73a505c9a06;18
MEXC;Fandomdao;FAND;0x8132a61EFf71FeC65E6dfB3406f4F64E55c69A82;18
MEXC;MOON;2MOON;0x817b32d386cFc1F872de306DfAeDfDa36429cA1E;18
GATE;Delysium;AGI;0x818835503F55283cd51A4399f595e295A9338753;18
BITGET;AIO;AIO;0x81a7da4074b8e0ed51bea40f9dcbdf4d9d4832b4;18
GATE;OLAXBT;AIO;0x81a7da4074b8e0ed51bea40f9dcbdf4d9d4832b4;18
MEXC;OLAXBT;AIO;0x81a7DA4074b8e0eD51beA40f9dCbDF4d9d4832b4;18
MEXC;Aicean;AICE;0x81De84e51f49983E043A8527dDFae08238ACC330;18
GATE;Life Crypto;LIFE;0x82190d28E710ea9C029D009FaD951c6F1d803BB3;18
MEXC;Altura;ALU;0x8263CD1601FE73C066bf49cc09841f35348e3be0;18
GATE;Altura;ALU;0x8263CD1601FE73C066bf49cc09841f35348e3be0;18
KUCOIN;ALU;ALU;0x8263cd1601fe73c066bf49cc09841f35348e3be0;18
GATE;Spores Network;SPO;0x8357c604c5533fa0053beaaa1494da552cea38f7;18
MEXC;HUMP AI;HUMP;0x836292f5bF88C9978A873dCd965b4b0e4269B508;18
GATE;WeSendit;WSI;0x837A130aED114300Bab4f9f1F4f500682f7efd48;18
GATE;AQUANEE;AQDC;0x840AcA956c06F340083FBdC6d919BDF2368FCA0e;18
BINANCE;Bella Protocol;BEL;0x8443f091997f06a61670b735ed92734f5628692f;18
BITGET;BEL;BEL;0x8443f091997f06a61670b735ed92734f5628692f;18
INDODAX;ALT;ALT;0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb;18
BINANCE;AltLayer;ALT;0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb;18
MEXC;AltLayer;ALTLAYER;0x8457CA5040ad67fdebbCC8EdCE889A335Bc0fbFB;18
GATE;Altlayer;ALT;0x8457CA5040ad67fdebbCC8EdCE889A335Bc0fbFB;18
BITGET;ALT;ALT;0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb;18
KUCOIN;kALT;KALT;0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb;18
MEXC;Timeworx.io;TIX;0x8459AB8d6aa488716c568896c0502C0AF0EB6983;18
MEXC;Serenity Shield;SERSH;0x84affEEf925Cdce87f8A99B7b2E540dA5140Fc09;18
GATE;Serenity Shield;SERSH;0x84affeef925cdce87f8a99b7b2e540da5140fc09;18
GATE;King Shiba;KINGSHIB;0x84f4f7cdb4574c9556a494dab18ffc1d1d22316c;9
MEXC;GCB TOKEN;GCB;0x84f70be4DEb029d5f8AACBeAcC74c4dC10737342;18
MEXC;Ergosum;FAVE;0x854bcBCC481e2dBbD51CaC80A27f160212566ae6;18
BINANCE;LTO Network;LTO;0x857b222fc79e1cbbf8ca5f78cb133d1b7cf34bbd;18
BITGET;BSTR;BSTR;0x85e92213fca84aa99adbac5049d8426984d64444;18
MEXC;Love Bit;LB;0x8613d52D74a48883A51bAdF8b25ab066714087Da;18
GATE;Sign;SIGN;0x868fced65edbf0056c4163515dd840e9f287a4c3;18
BITGET;SIGN;SIGN;0x868fced65edbf0056c4163515dd840e9f287a4c3;18
BINANCE;Sign;SIGN;0x868fced65edbf0056c4163515dd840e9f287a4c3;18
MEXC;Sign;SIGN;0x868FCEd65edBF0056c4163515dD840e9f287A4c3;18
KUCOIN;SIGN;SIGN;0x868fced65edbf0056c4163515dd840e9f287a4c3;18
MEXC;Test;TST;0x86Bb94DdD16Efc8bc58e6b056e8df71D9e666429;18
BINANCE;Test;TST;0x86bb94ddd16efc8bc58e6b056e8df71d9e666429;18
GATE;Test Token;TSTBSC;0x86bb94ddd16efc8bc58e6b056e8df71d9e666429;18
KUCOIN;TSTBSC;TSTBSC;0x86bb94ddd16efc8bc58e6b056e8df71d9e666429;18
GATE;Squid Game;SQUID;0x87230146E138d3F296a9a77e497A2A83012e9Bc5;18
BINANCE;BENQI;QI;0x8729438eb15e2c8b576fcc6aecda6a148776c0f5;18
GATE;Metan Chain;METAN;0x879D239BCC0356Cf9df8c90442488bCe99554c66;18
MEXC;DiemLibre;DLB;0x87C22615435998D69ACA34889D03155B694a94fc;18
GATE;Falcons Inu;FALCONS;0x87e2414093632a3b9a1afea7083e5dab59b5dc4f;18
GATE;Pig Finance;PIG;0x8850d2c68c632e3b258e612abaa8fada7e6958e5;9
MEXC;PigToken;PIG;0x8850d2c68c632e3b258e612abaa8fada7e6958e5;9
GATE;Work X;WORK;0x8888888837f84a7a82668e0320ac454f5945d0b9;18
BINANCE;yearn.finance;YFI;0x88f1a5ae2a3bf98aeaf342d26b30a79438c9142e;18
GATE;T23;T23;0x897f2be515373cf1f899d864b5be2bd5efd4e653;18
KUCOIN;PRAI;PRAI;0x899357e54c2c4b014ea50a9a7bf140ba6df2ec73;18
GATE;Privasea AI;PRAI;0x899357e54c2c4b014ea50a9a7bf140ba6df2ec73;18
BITGET;PRAI;PRAI;0x899357e54c2c4b014ea50a9a7bf140ba6df2ec73;18
MEXC;Privasea AI;PRAI;0x899357E54C2c4b014ea50A9A7Bf140bA6Df2eC73;18
KUCOIN;GAFI;GAFI;0x89af13a10b32f1b2f8d1588f93027f69b6f4e27e;18
GATE;GameFi;GAFI;0x89af13a10b32f1b2f8d1588f93027f69b6f4e27e;18
GATE;PulsePad;PLSPAD;0x8a74bc8c372bc7f0e9ca3f6ac0df51be15aec47a;18
KUCOIN;MTV;MTV;0x8aa688ab789d1848d131c65d98ceaa8875d97ef1;18
GATE;Magikal.AI;MGKL;0x8aBfa6a4F4B9865b0e7ACfDCe1839A2584636d06;18
BITGET;USDC;USDC;0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d;18
INDODAX;USDC;USDC;0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d;18
BINANCE;USDC;USDC;0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d;18
MEXC;USDC;USDC;0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d;18
GATE;USDCoin;USDC;0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d;18
KUCOIN;VELVET;VELVET;0x8b194370825e37b33373e74a41009161808c1488;18
MEXC;Velvet;VELVET;0x8b194370825E37b33373e74A41009161808C1488;18
GATE;Velvet;VELVET;0x8b194370825e37b33373e74a41009161808c1488;18
INDODAX;AXL;AXL;0x8b1f4432f943c465a973fedc6d7aa50fc96f1f65;6
BINANCE;Axelar;AXL;0x8b1f4432f943c465a973fedc6d7aa50fc96f1f65;6
BITGET;AXL;AXL;0x8b1f4432f943c465a973fedc6d7aa50fc96f1f65;6
GATE;Axelar;WAXL;0x8b1f4432f943c465a973fedc6d7aa50fc96f1f65;6
MEXC;SOLVEX;SOLVEX;0x8c47Fcbcf4fC23f57B59527a96EE3B0944c3946C;9
GATE;Snapmuse.io;SMX;0x8c6149aaea8161e2015fa563040a916e90d16dca;8
MEXC;Snapmuse.io;SMX;0x8C6149AAEA8161E2015FA563040A916e90d16DcA;8
GATE;AIvalanche DeFAI Agents;AVAXAI;0x8c8d2a7d8d9cf26f5ee1bbfc0ba56e93f4a4a7ac;18
GATE;ZIGChain;ZIG;0x8C907e0a72C3d55627E853f4ec6a96b0C8771145;18
MEXC;Zigcoin;ZIG;0x8C907e0a72C3d55627E853f4ec6a96b0C8771145;18
GATE;XP NETWORK;XPNET;0x8cf8238abf7b933Bf8BB5Ea2C7E4Be101c11de2A;18
MEXC;USD1;USD1;0x8d0D000Ee44948FC98c9B98A4FA4921476f08B0d;18
BINANCE;World Liberty Financial USD;USD1;0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d;18
KUCOIN;USD1;USD1;0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d;18
BITGET;USD1;USD1;0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d;18
GATE;World Liberty Financial USD;USD1;0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d;18
INDODAX;CTSI;CTSI;0x8da443f84fea710266c8eb6bc34b71702d033ef2;18
BINANCE;Cartesi;CTSI;0x8da443f84fea710266c8eb6bc34b71702d033ef2;18
KUCOIN;CTSI;CTSI;0x8da443f84fea710266c8eb6bc34b71702d033ef2;18
GATE;Victory Gem;VTG;0x8de5aA37a7C40A53062EAD382b8EEAD3B08a7A46;18
KUCOIN;STBL;STBL;0x8dedf84656fa932157e27c060d8613824e7979e3;18
GATE;STBL;STBL;0x8dedf84656fa932157e27c060d8613824e7979e3;18
MEXC;STBL;STBL;0x8dEdf84656fa932157e27C060D8613824e7979e3;18
INDODAX;Mitosis;MITO;0x8e1e6bf7e13c400269987b65ab2b5724b016caef;18
GATE;Mitosis;MITO;0x8e1e6bf7e13c400269987b65ab2b5724b016caef;18
BINANCE;Mitosis;MITO;0x8e1e6bf7e13c400269987b65ab2b5724b016caef;18
MEXC;Mitosis;MITO;0x8e1e6BF7E13C400269987B65Ab2b5724b016CaEF;18
MEXC;OpenOcean;OOE;0x8ea5219a16c2dbF1d6335A6aa0c6bd45c50347C5;18
GATE;OpenOcean;OOE;0x8ea5219a16c2dbf1d6335a6aa0c6bd45c50347c5;18
GATE;Alpaca Finance;ALPACA;0x8f0528ce5ef7b51152a59745befdd91d97091d2f;18
BINANCE;Alpaca Finance;ALPACA;0x8f0528ce5ef7b51152a59745befdd91d97091d2f;18
