cex;nama_token;ticker;sc;decimals
KUCOIN;GMT;GMT;0x3019bf2a2ef8040c242c9a4c5c4bd4c81678b2a1;8
MEXC;STEPN;STEPN;0x3019BF2a2eF8040C242C9a4c5c4BD4C81678b2A1;8
GATE;StepN;GMT;0x3019BF2a2eF8040C242C9a4c5c4BD4C81678b2A1;8
MEXC;Niza;NIZA;0x3065930e06307eeCF872304299cE9be2a2F6bCe0;18
GATE;Niza Global;NIZA;0x3065930e06307eecf872304299ce9be2a2f6bce0;18
MEXC;NOMOEX TOKEN;NOMOX;0x30683d46edD7E2A52402e5301B14dB33BD4Ff550;8
GATE;QnA3.AI;GPT;0x30842a9c941d9DE3AF582c41ad12b11D776ba69e;18
GATE;BRC-20 DEX;BD20;0x312d43881860807fa04b193d69744d087fc3308a;18
GATE;PlantVsUndead;PVU;0x31471e0791fcdbe82fbf4c44943255e923f1b794;18
BINANCE;openANX;OAX;0x31720b2276df3b3b757b55845d17eea184d4fc8f;18
GATE;Sophon;SOPH;0x31dba3c96481fde3cd81c2aaf51f2d8bf618c742;18
BINANCE;Sophon;SOPH;0x31dba3c96481fde3cd81c2aaf51f2d8bf618c742;18
MEXC;SOPHON;SOPH;0x31DbA3c96481FDe3CD81C2aaF51F2D8bf618C742;18
INDODAX;MBOX;MBOX;0x3203c9e46ca618c8c1ce5dc67e7e9d75f5da2377;18
GATE;Mobox;MBOX;0x3203c9e46ca618c8c1ce5dc67e7e9d75f5da2377;18
BITGET;MBOX;MBOX;0x3203c9e46ca618c8c1ce5dc67e7e9d75f5da2377;18
MEXC;Mobox;MBOX;0x3203c9e46ca618c8c1ce5dc67e7e9d75f5da2377;18
BINANCE;MOBOX;MBOX;0x3203c9e46ca618c8c1ce5dc67e7e9d75f5da2377;18
KUCOIN;VISION;VISION;0x332e78c687c3fcd91494c6b13f0fc685b2a57434;18
MEXC;Neuralink;NLINK;0x33518f3e0beF8f1702d78E12f9c34955c941eb90;9
MEXC;PrivateAI.com;PGPT;0x33a64943a0eaeCC2b06B10F89686B797bA75FFAD;6
GATE;AIOZ Network;AIOZ;0x33d08d8c7a168333a85285a68c0042b39fc3741d;18
KUCOIN;AIOZ;AIOZ;0x33d08d8c7a168333a85285a68c0042b39fc3741d;18
MEXC;ApeBond;ABOND;0x34294AfABCbaFfc616ac6614F6d2e17260b78BEd;18
GATE;SaaSGo;SAAS;0x350e52bb0f874f3b558a3679aac24268ee37a699;18
GATE;Web3War;FPS;0x351dA1E7500aBA1d168b9435DCE73415718d212F;12
BINANCE;BitTorrent;BTTC;0x352cb5e19b12fc216548a2677bd0fce83bae434b;18
GATE;Tap Fantasy;TAP;0x35bEdBF9291b22218a0dA863170dcC9329Ef2563;18
GATE;Race Kingdom;ATOZ;0x3606F220daeaEb3d47aC1923A8Ce2A61205C88cD;18
GATE;YBDBD;YBDBD;0x363e76a8e43720818de7c4de370fdc6d8c501894;18
GATE;PlanetSandbox;PSB;0x36bfBb1d5B3C9b336f3D64976599B6020cA805F1;18
MEXC;MLK;MLK;0x374c5FB7979d5fDBAAd2d95409e235e5CBdfD43C;8
GATE;Bull BTC Club Token;BBC;0x37e5da11b6A4DC6d2f7Abe232cDd30B0B8Fc63B1;18
MEXC;PrompTale AI;TALE;0x37EFF3FF1321Fb9AbC734761cA72FAFDc044534A;18
KUCOIN;TALE;TALE;0x37eff3ff1321fb9abc734761ca72fafdc044534a;18
BINANCE;Lagrange;LA;0x389ad4bb96d0d6ee5b6ef0efaf4b7db0ba2e02a0;18
MEXC;Lagrange;LA;0x389AD4bb96d0D6EE5B6eF0EFAF4b7db0bA2e02a0;18
MEXC;WorldShards;SHARDS;0x38fD4EE2aDE8B4Be157DFEe3D6B8979c78A56145;18
GATE;Lion Cat;LCAT;0x3917d6bdffe43105a74e6f9c09b5206f0f3f5fc0;18
GATE;ORDIFY;ORFY;0x39f0F4c64c7Ad1Ebb25cfEaFdd221cDEe3084441;18
MEXC;Ordify;ORFY;0x39f0F4c64c7Ad1Ebb25cfEaFdd221cDEe3084441;18
GATE;DIN;DIN;0x3ab1a5f76e12202d1ad1548a08a799501581da4e;18
KUCOIN;DIN;DIN;0x3ab1a5f76e12202d1ad1548a08a799501581da4e;18
GATE;Lorenzo Protocol;BANK;0x3aee7602b612de36088f3ffed8c8f10e86ebf2bf;18
MEXC;Lorenzo Protocol;BANK;0x3AeE7602b612de36088F3ffEd8c8f10E86EbF2bF;18
BITGET;BANK;BANK;0x3aee7602b612de36088f3ffed8c8f10e86ebf2bf;18
GATE;Chrono. tech;TIMECHRONO;0x3b198e26E473b8faB2085b37978e36c9DE5D7f68;8
MEXC;MEET48;IDOL;0x3B4de3c7855C03bB9F50ea252cD2c9FA1125Ab07;18
BITGET;IDOL;IDOL;0x3b4de3c7855c03bb9f50ea252cd2c9fa1125ab07;18
GATE;MEET48 Token;IDOL;0x3b4de3c7855c03bb9f50ea252cd2c9fa1125ab07;18
GATE;OptionRoom Token;ROOM;0x3C45A24d36Ab6fc1925533C1F57bC7e1b6fbA8a4;18
GATE;Moongate;MGT;0x3c6256f234ba638e5883c46b3fedb00ea2e66b8a;18
KUCOIN;MGT;MGT;0x3c6256f234ba638e5883c46b3fedb00ea2e66b8a;18
GATE;Banana For Scale;BANANAS31;0x3d4f0513e8a29669b960f9dbca61861548a9a760;18
MEXC;Banana;BANANAS31;0x3d4f0513E8a29669B960f9dBcA61861548A9A760;18
BINANCE;Banana For Scale;BANANAS31;0x3d4f0513e8a29669b960f9dbca61861548a9a760;18
BITGET;BANANAS31;BANANAS31;0x3d4f0513e8a29669b960f9dbca61861548a9a760;18
BINANCE;Ethereum Classic;ETC;0x3d6545b08693dae087e957cb1180ee38b9e3c25e;18
BITGET;ETC;ETC;0x3d6545b08693dae087e957cb1180ee38b9e3c25e;18
INDODAX;HAEDAL;HAEDAL;0x3d9be0ac1001cd81c32464276d863d2ffdca4967;9
BINANCE;Haedal;HAEDAL;0x3d9be0ac1001cd81c32464276d863d2ffdca4967;9
BITGET;HAEDAL;HAEDAL;0x3d9be0ac1001cd81c32464276d863d2ffdca4967;9
MEXC;Haedal;HAEDAL;0x3D9bE0aC1001cd81c32464276D863d2FFdCa4967;9
BINANCE;Dego Finance;DEGO;0x3da932456d082cba208feb0b096d49b202bf89c8;18
MEXC;Dego Finance;DEGO;0x3Da932456D082CBa208FEB0B096d49b202Bf89c8;18
GATE;Dego Finance;DEGO;0x3da932456d082cba208feb0b096d49b202bf89c8;18
GATE;Balance;EPT;0x3dc8e2d80b6215a1bccae4d38715c3520581e77c;18
BITGET;EPT;EPT;0x3dc8e2d80b6215a1bccae4d38715c3520581e77c;18
KUCOIN;EPT;EPT;0x3dc8e2d80b6215a1bccae4d38715c3520581e77c;18
MEXC;Balance;EPT;0x3Dc8e2d80b6215a1BCcAe4d38715C3520581E77c;18
GATE;Orion Money;ORION;0x3dcb18569425930954feb191122e574b87f66abd;18
GATE;MetFi DAO;METFI;0x3e7f1039896454b9cb27c53cc7383e1ab9d9512a;18
KUCOIN;PINGPONG;PINGPONG;0x3ecb529752dec6c6ab08fd83e425497874e21d49;18
MEXC;PINGPONG;PINGPONG;0x3ecB529752dEc6c6ab08fd83E425497874e21D49;18
BITGET;PINGPONG;PINGPONG;0x3ecb529752dec6c6ab08fd83e425497874e21d49;18
BINANCE;Cardano;ADA;0x3ee2200efb3400fabb9aacf31297cbdd1d435d47;18
MEXC;Memealchemy;MEAL;0x400CC9d0Ba53Abb989Be3976E43487E6FABA1748;18
MEXC;Agro Global Token V2;AGRO;0x404f83279c36e3E0e2771B7ae9f9B0B2B50EE27C;18
GATE;SuperCells Token;SCT;0x405e7454E71AEfe8897438ADc08E3f3e6d49Dfc1;18
MEXC;Plasma;XPL;0x405FBc9004D857903bFD6b3357792D71a50726b0;18
BINANCE;Plasma;XPL;0x405fbc9004d857903bfd6b3357792d71a50726b0;18
INDODAX;TUSD;TUSD;0x40af3827f39d0eacbf4a168f8d4ee67c121d11c9;18
BINANCE;TrueUSD;TUSD;0x40af3827f39d0eacbf4a168f8d4ee67c121d11c9;18
MEXC;TrueUSD;TUSD;0x40af3827F39D0EAcBF4A168f8D4ee67c121D11c9;18
BITGET;TUSD;TUSD;0x40af3827f39d0eacbf4a168f8d4ee67c121d11c9;18
GATE;Unibase;UB;0x40b8129b786d766267a7a118cf8c07e31cdb6fde;18
KUCOIN;UB;UB;0x40b8129b786d766267a7a118cf8c07e31cdb6fde;18
MEXC;Unibase;UB;0x40b8129B786D766267A7a118cF8C07E31CDB6Fde;18
GATE;AgeOfGods;AOG;0x40c8225329bd3e28a043b029e0d07a5344d2c27c;18
MEXC;Minto;BTCMT;0x410a56541bD912F9B60943fcB344f1E3D6F09567;18
MEXC;KLK Foundation;KLK;0x411049c6046Be1Be13Ce80262FCa723cCcb67798;18
GATE;NASDEX;NSDX;0x417871f0682db63924b931fc16ba3ff40343cdcb;18
MEXC;BLOCK VAULT;BVT;0x418e5662abD0dB9F67b43b0976B7B68b0a974978;18
MEXC;enfineo;ENF;0x418F9e4976f467EFDB31b2009ac69a7E30Ef58B7;18
GATE;Alaska Gold Rush;CARAT;0x426c1c971fb00caaf1883bd801323a8becb0c919;18
GATE;Nerve Finance;NRV;0x42F6f551ae042cBe50C739158b4f0CAC0Edb9096;18
GATE;Salamanca;DON;0x42fe1937e1db4f11509e9f7fdd97048bd8d04444;18
MEXC;Salamanca;DON;0x42fE1937E1db4F11509e9f7FdD97048BD8d04444;18
BINANCE;Litecoin;LTC;0x4338665cbb7b2485a8855a139b75d5e34ab0db94;18
KUCOIN;SNAKES;SNAKES;0x4345a1056e614e61c877ec1cb90510afc8753123;18
MEXC;One More Game;1MORE;0x435E0cBeeB75682BA8c11C92BFD52884D8Bf93fE;18
GATE;Sakai Vault;SAKAI;0x43b35e89d15b91162dea1c51133c4c93bdd1c4af;18
BINANCE;Stellar Lumens;XLM;0x43c934a845205f0b514417d757d7235b8f53f1b9;18
KUCOIN;XTM;XTM;0x443cab9583b83eaa7a712c9d64525e57e2a7eb3f;18
KUCOIN;EGO;EGO;0x44a21b3577924dcd2e9c81a3347d204c36a55466;18
BINANCE;Hashflow;HFT;0x44ec807ce2f4a6f2737a92e985f318d035883e47;18
MEXC;Hashflow;HFT;0x44Ec807ce2F4a6F2737A92e985f318d035883e47;18
GATE;Hashflow;HFT;0x44Ec807ce2F4a6F2737A92e985f318d035883e47;18
GATE;AmazingTeamDAO;ATEAM;0x44Ece1031e5b5e2D9169546cC10EA5C95BA96237;18
MEXC;Humanity;H;0x44F161aE29361E332dEA039DFA2F404E0bC5B5Cc;18
GATE;BlackCardCoin;BCCOIN;0x450593bf7f2d7e559e38496cfb06bdce5e963795;18
MEXC;BlackCardCoin;BCCOIN;0x450593Bf7f2d7E559E38496CfB06bDCE5E963795;18
MEXC;TokenFi;TOKEN;0x4507cEf57C46789eF8d1a19EA45f4216bae2B528;9
GATE;TokenFi;TOKEN;0x4507cef57c46789ef8d1a19ea45f4216bae2b528;9
INDODAX;TOKEN;TOKEN;0x4507cef57c46789ef8d1a19ea45f4216bae2b528;9
KUCOIN;TOKEN;TOKEN;0x4507cef57c46789ef8d1a19ea45f4216bae2b528;9
MEXC;Kaizen Finance;KZEN;0x4550003152F12014558e5CE025707E4DD841100F;18
GATE;Kaizen.Finance;KZEN;0x4550003152F12014558e5CE025707E4DD841100F;18
INDODAX;WOO;WOO;0x4691937a7508860f876c9c0a2a617e7d9e945d4b;18
MEXC;WOO Network;WOO;0x4691937a7508860f876c9c0a2a617e7d9e945d4b;18
BINANCE;WOO;WOO;0x4691937a7508860f876c9c0a2a617e7d9e945d4b;18
BITGET;WOO;WOO;0x4691937a7508860f876c9c0a2a617e7d9e945d4b;18
GATE;WOO;WOO;0x4691937a7508860f876c9c0a2a617e7d9e945d4b;18
BITGET;GATA;GATA;0x46ee3bfc281d59009ccd06f1dd6abdbfcd82ffc3;18
MEXC;Gata;GATA;0x46Ee3BFC281d59009cCD06F1dD6aBDbfCd82FFC3;18
GATE;Gata;GATA;0x46ee3bfc281d59009ccd06f1dd6abdbfcd82ffc3;18
GATE;Lunos;UNO;0x474021845c4643113458ea4414bdb7fb74a01a77;18
KUCOIN;UNO;UNO;0x474021845c4643113458ea4414bdb7fb74a01a77;18
BINANCE;World Liberty Financial;WLFI;0x47474747477b199288bf72a1d702f7fe0fb1deea;18
GATE;World Liberty Financial;WLFI;0x47474747477b199288bf72a1d702f7fe0fb1deea;18
KUCOIN;WLFI;WLFI;0x47474747477b199288bf72a1d702f7fe0fb1deea;18
MEXC;WLFI;WLFI;0x47474747477b199288bF72a1D702f7Fe0Fb1DEeA;18
GATE;Humain Web3;DOME;0x475bfaa1848591ae0e6ab69600f48d828f61a80e;18
GATE;Seedify.fund (SFUND);SFUND;0x477bc8d23c634c154061869478bce96be6045d12;18
KUCOIN;SFUND;SFUND;0x477bc8d23c634c154061869478bce96be6045d12;18
MEXC;Seedify.fund;SFUND;0x477bc8d23c634c154061869478bce96be6045d12;18
KUCOIN;LIGHT;LIGHT;0x477c2c0459004e3354ba427fa285d7c053203c0e;6
BITGET;LIGHT;LIGHT;0x477c2c0459004e3354ba427fa285d7c053203c0e;6
GATE;Bitlight Labs;LIGHT;0x477c2c0459004e3354ba427fa285d7c053203c0e;6
MEXC;Bitlight Labs;LIGHT;0x477C2c0459004E3354Ba427FA285D7C053203c0E;6
MEXC;CaptainBNB;CAPTAINBNB;0x47A1EB0b825b73e6A14807BEaECAFef199d5477c;18
GATE;Solar;SXP;0x47BEAd2563dCBf3bF2c9407fEa4dC236fAbA485A;18
BINANCE;Solar;SXP;0x47bead2563dcbf3bf2c9407fea4dc236faba485a;18
MEXC;Games for a living;GFAL;0x47c454cA6be2f6DEf6f32b638C80F91c9c3c5949;18
BITGET;GFAL;GFAL;0x47c454ca6be2f6def6f32b638c80f91c9c3c5949;18
GATE;PixelVerse;PIXELVERSE;0x47db24e17c0c4622523449a239b3de746e2b0b23;18
GATE;COINZIX;ZIX;0x48077400faf11183c043feb5184a13ea628bb0db;18
MEXC;DeAgentAI;AIA;0x48a18A4782b65a0fBed4dcA608BB28038B7bE339;9
KUCOIN;ITHACA;ITHACA;0x49f1d4db3ea1a64390e990c6debeac88eac007ca;18
MEXC;Ithaca Protocol;ITHACA;0x49f1D4dB3ea1a64390E990C6deBEaC88EAC007Ca;18
GATE;Ithaca Protocol;ITHACA;0x49f1d4db3ea1a64390e990c6debeac88eac007ca;18
BINANCE;FC Porto Fan Token;PORTO;0x49f2145d6366099e13b10fbf80646c0f377ee7f6;8
GATE;FC Porto Fan Token;PORTO;0x49f2145d6366099e13B10FbF80646C0F377eE7f6;8
MEXC;FC Porto Fan Token;PORTO;0x49f2145d6366099e13B10FbF80646C0F377eE7f6;8
BITGET;PORTO;PORTO;0x49f2145d6366099e13b10fbf80646c0f377ee7f6;8
GATE;Green Satoshi Token;GST;0x4a2c860cEC6471b9F5F5a336eB4F38bb21683c98;8
MEXC;Vanilla;BUM;0x4a4E957838b85AD3f1c6424c9bbCFE69311a4AbC;18
MEXC;Lendr.fi;RWAL;0x4A61E3217d48b6361b87f598256a8ef71ac913F7;18
BINANCE;dForce;DF;0x4a9a2b2b04549c3927dd2c9668a5ef3fca473623;18
BITGET;TWT;TWT;0x4b0f1812e5df2a09796481ff14017e6005508003;18
KUCOIN;TWT;TWT;0x4b0f1812e5df2a09796481ff14017e6005508003;18
GATE;TrustWallet;TWT;0x4b0f1812e5df2a09796481ff14017e6005508003;18
MEXC;Trust Wallet;TWT;0x4B0F1812e5Df2A09796481Ff14017e6005508003;18
BINANCE;Trust Wallet Token;TWT;0x4b0f1812e5df2a09796481ff14017e6005508003;18
GATE;PinEye;PINEYE;0x4b3a2187648902082db0a44e8235d57f3f23dd10;18
MEXC;FARM Reward;FARM;0x4B5C23cac08a567ecf0c1fFcA8372A45a5D33743;18
MEXC;MagicCraft;MCRT;0x4b8285aB433D8f69CB48d5Ad62b415ed1a221e4f;9
GATE;MagicCraft;MCRT;0x4b8285aB433D8f69CB48d5Ad62b415ed1a221e4f;9
BINANCE;0G;0G;0x4b948d64de1f71fcd12fb586f4c776421a35b3ee;18
GATE;XCarnival;XCV;0x4be63a9b26ee89b9a3a13fd0aa1d0b2427c135f8;18
KUCOIN;XCV;XCV;0x4be63a9b26ee89b9a3a13fd0aa1d0b2427c135f8;18
MEXC;XCarnival;XCV;0x4be63a9b26EE89b9a3a13fd0aA1D0b2427C135f8;18
BITGET;HOME;HOME;0x4bfaa776991e85e5f8b1255461cbbd216cfc714f;18
BINANCE;Defi App;HOME;0x4bfaa776991e85e5f8b1255461cbbd216cfc714f;18
MEXC;Defi App;HOME;0x4BfAa776991E85e5f8b1255461cbbd216cFc714f;18
GATE;DeFi App;HOME;0x4bfaa776991e85e5f8b1255461cbbd216cfc714f;18
GATE;NetX;NETX;0x4c32964715e9a42f8d119bfa8917d57822d3adf1;18
MEXC;NetX;NETX;0x4c32964715e9a42F8d119bFA8917d57822d3aDF1;18
MEXC;Openverse Network;BTG;0x4C9027E10c5271Efca82379D3123917AE3F2374e;18
GATE;DAO Maker;DAO;0x4d2d32d8652058bf98c772953e1df5c5c85d9f45;18
GATE;ZEEBU;ZBU;0x4d3dc895a9edb234dfa3e303a196c009dc918f84;18
MEXC;ZEEBU;ZBU;0x4D3dc895a9EDb234DfA3e303A196c009dC918f84;18
BINANCE;Illuvium;ILV;0x4d5ac5cc4f8abdf2ec2cb986c00c382369f787d4;18
INDODAX;Moonft Coin;MTC;0x4E1A724b0588Fa971263c8AC5F78Ca215C7D09Dd;18
GATE;Refinable;FINE;0x4e6415a5727ea08aae4580057187923aec331227;18
BINANCE;Manchester City Fan Token;CITY;0x4e7e8579a9edc6283011be942537baf9284bebe1;2
BINANCE;Perpetual Protocol;PERP;0x4e7f408be2d4e9d60f49a64b89bb619c84c7c6f5;18
GATE;UBXS Token;UBXS;0x4f1960E29b2cA581a38c5c474e123f420F8092db;6
MEXC;UBXS Token;UBXS;0x4f1960E29b2cA581a38c5c474e123f420F8092db;6
MEXC;SolanaVM;SVM;0x4F6a2F6F066e51e248628190E6B77882bBC9862d;18
GATE;KiloEx;KILO;0x503fa24b7972677f00c4618e5fbe237780c1df53;18
KUCOIN;KILO;KILO;0x503fa24b7972677f00c4618e5fbe237780c1df53;18
BITGET;KILO;KILO;0x503fa24b7972677f00c4618e5fbe237780c1df53;18
MEXC;KiloEx;KILO;0x503Fa24B7972677F00C4618e5FBe237780C1df53;18
GATE;XENO Governance Token;GXE;0x510975edA48A97E0cA228dD04d1217292487bea6;18
MEXC;Nexsay;NEXSAY;0x5131b53345aebd3fA92e44119fA8bb0e9FE94010;6
KUCOIN;SDM;SDM;0x516f8a1fb458ebdcfd0f544ff85c69c1c0ebc31d;18
GATE;Shieldeum;SDM;0x516f8a1fb458ebdcfd0f544ff85c69c1c0ebc31d;18
MEXC;Shieldeum;SDM;0x516f8a1fB458EBdcFd0F544fF85c69C1c0Ebc31d;18
GATE;Kryptonite;SEILOR;0x518960f5d12eb192f89a73c2ae9b2bd369c73d40;6
KUCOIN;SUPER;SUPER;0x51ba0b044d96c3abfca52b64d733603ccc4f0d4d;18
BINANCE;SuperVerse;SUPER;0x51ba0b044d96c3abfca52b64d733603ccc4f0d4d;18
MEXC;PRX;PRX;0x51Bd0D0853B7596B6F1aCa8D2BE6816774271733;18
GATE;Parex Ecosystem;PRX;0x51bd0d0853b7596b6f1aca8d2be6816774271733;18
MEXC;YAY Network;YAY;0x524dF384BFFB18C0C8f3f43d012011F8F9795579;18
MEXC;HyperGPT;HGPT;0x529C79f6918665EBE250F32eeEAA1d410a0798C6;18
GATE;HyperGPT;HGPT;0x529c79f6918665ebe250f32eeeaa1d410a0798c6;18
BINANCE;Compound;COMP;0x52ce071bd9b1c4b00a0b92d298c512478cad67e8;18
GATE;KingdomX;KT;0x52da44b5e584f730005dac8d2d2acbdee44d4ba3;18
GATE;Trusta.AI;TA;0x539ae81a166e5e80aed211731563e549c411b140;18
MEXC;Trusta.AI;TA;0x539AE81A166E5E80aEd211731563e549c411b140;18
KUCOIN;DREAMS;DREAMS;0x54523d5fb56803bac758e8b10b321748a77ae9e9;18
MEXC;Dreams Quest;DREAMS;0x54523D5fB56803baC758E8B10b321748A77ae9e9;18
MEXC;NFPrompt;NFP;0x551897f8203bd131b350601D3aC0679Ba0Fc0136;18
BINANCE;NFPrompt Token;NFP;0x551897f8203bd131b350601d3ac0679ba0fc0136;18
BITGET;NFP;NFP;0x551897f8203bd131b350601d3ac0679ba0fc0136;18
GATE;NFPrompt;NFP;0x551897f8203bd131b350601d3ac0679ba0fc0136;18
MEXC;OKZOO;AIOT;0x55ad16Bd573B3365f43A9dAeB0Cc66A73821b4a5;18
GATE;OKZOO;AIOT;0x55ad16bd573b3365f43a9daeb0cc66a73821b4a5;18
INDODAX;USDT;USDT;0x55d398326f99059ff775485246999027b3197955;18
BINANCE;EOS;EOS;0x56b6fb708fc5732dec1afc8d8556423a2edccbd6;18
INDODAX;ELF wallet;ELF;0x56D594D76b37BE83C54aBF8a4747D60CE58D32C2;18
BINANCE;Solana;SOL;0x570a5d26f7765ecb712c0924e4de545b89fd43df;18
GATE;BEFE;BEFE;0x57185189118c7e786cafd5c71f35b16012fa95ad;18
MEXC;Monr;MONR;0x571e9579Aa358709019F4993ceC7BAFFE89e986b;18
MEXC;CYC;CYC;0x5845684b49aEf79A5c0F887f50401C247dca7AC6;18
KUCOIN;CYC;CYC;0x5845684b49aef79a5c0f887f50401c247dca7ac6;18
BITGET;CYC;CYC;0x5845684b49aef79a5c0f887f50401c247dca7ac6;18
MEXC;Fuse Network;FUSE;0x5857c96dae9cf8511b08cb07f85753c472d36ea3;18
GATE;DeHive;DHV;0x58759dd469ae5631c42cf8a473992335575b58d7;18
GATE;Particle Network;PARTI;0x59264f02d301281f3393e1385c0aefd446eb0f00;18
BINANCE;Particle Network;PARTI;0x59264f02d301281f3393e1385c0aefd446eb0f00;18
MEXC;Particle Network;PARTI;0x59264f02D301281f3393e1385c0aEFd446Eb0F00;18
BITGET;PARTI;PARTI;0x59264f02d301281f3393e1385c0aefd446eb0f00;18
KUCOIN;PARTI;PARTI;0x59264f02d301281f3393e1385c0aefd446eb0f00;18
GATE;Hyperbot;BOT;0x59537849f2a119ec698c7aa6c6daadc40c398a25;18
MEXC;Hyperbot;BOT;0x59537849f2a119ec698c7Aa6C6DaAdc40C398A25;18
KUCOIN;BULLA;BULLA;0x595e21b20e78674f8a64c1566a20b2b316bc3511;18
MEXC;BULLA;BULLA;0x595E21b20E78674F8a64C1566A20b2b316Bc3511;18
GATE;Wise Monkey;MONKY;0x59e69094398afbea632f8bd63033bdd2443a3be1;18
KUCOIN;MONKY;MONKY;0x59e69094398afbea632f8bd63033bdd2443a3be1;18
GATE;Catcoin;CATCOIN;0x59f4f336bf3d0c49dbfba4a74ebd2a6ace40539a;9
MEXC;CATCOIN;CATCOIN;0x59F4F336Bf3D0C49dBfbA4A74eBD2a6aCE40539A;9
GATE;BSCPAD;BSCPAD;0x5a3010d4d8d3b5fb49f8b6e57fb9e48063f16700;18
GATE;DNAxCAT;DXCT;0x5b1baec64af6dc54e6e04349315919129a6d3c23;18
BINANCE;BinaryX;BNX;0x5b1f874d0b0c5ee17a495cbb70ab8bf64107a3bd;18
GATE;Gamium;GMM;0x5B6bf0c7f989dE824677cFBD507D9635965e9cD3;18
MEXC;FORM;FORM;0x5b73A93b4E5e4f1FD27D8b3F8C97D69908b5E284;18
BINANCE;Four;FORM;0x5b73a93b4e5e4f1fd27d8b3f8c97d69908b5e284;18
BITGET;FORM;FORM;0x5b73a93b4e5e4f1fd27d8b3f8c97d69908b5e284;18
GATE;Four;FORM;0x5b73a93b4e5e4f1fd27d8b3f8c97d69908b5e284;18
MEXC;Dexlab;XLAB;0x5BA9bfFFB868859064C33D4f995A0828b2B1d2d3;6
MEXC;Luckify;LUCK;0x5bc247A5fc7DC148b682787C58f6f764ce27581b;18
GATE;StarryNift;SNIFT;0x5c4625ac040486ce7a9054924b8cd3e4ba8480a6;18
GATE;mubarak;MUBARAK;0x5c85d6c6825ab4032337f11ee92a72df936b46f6;18
BINANCE;Mubarak;MUBARAK;0x5c85d6c6825ab4032337f11ee92a72df936b46f6;18
KUCOIN;MUBARAK;MUBARAK;0x5c85d6c6825ab4032337f11ee92a72df936b46f6;18
BITGET;MUBARAK;MUBARAK;0x5c85d6c6825ab4032337f11ee92a72df936b46f6;18
MEXC;MUBARAK;MUBARAK;0x5C85D6C6825aB4032337F11Ee92a72DF936b46F6;18
GATE;Green Beli;GRBE;0x5Ca4e7294B14EA5745EE2A688990e0cb68503219;18
MEXC;Capverse;CAP;0x5Cc81ea325e9Ff9d496F4997750b8f6667f1c63c;18
GATE;Bondly;BONDLY;0x5d0158a5c3ddf47d4ea4517d8db0d76aa2e87563;18
BITGET;ARIA;ARIA;0x5d3a12c42e5372b2cc3264ab3cdcf660a1555238;18
MEXC;AriaAI;ARIA;0x5d3A12c42E5372B2CC3264AB3cdcF660a1555238;18
KUCOIN;ARIA;ARIA;0x5d3a12c42e5372b2cc3264ab3cdcf660a1555238;18
GATE;AriaAI;ARIA;0x5d3a12c42e5372b2cc3264ab3cdcf660a1555238;18
BINANCE;USD Ethena;USDE;0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34;18
MEXC;GOAT Network;GOATED;0x5D7909f951436D4e6974D841316057dF3a622962;18
GATE;GOAT Network;GOATED;0x5d7909f951436d4e6974d841316057df3a622962;18
MEXC;Alaya AI;AGT;0x5dBde81fcE337FF4bcaaEe4Ca3466C00aeCaE274;18
KUCOIN;AGT;AGT;0x5dbde81fce337ff4bcaaee4ca3466c00aecae274;18
GATE;Zelwin;ZLW;0x5dd1E31E1a0e2E077aC98d2a4b781F418ca50387;18
GATE;XPR Network;XPR;0x5de3939b2f811a61d830e6f52d13b066881412ab;4
BITGET;XPR;XPR;0x5de3939b2f811a61d830e6f52d13b066881412ab_bak;
BITGET;MGO;MGO;0x5e0d6791edbeeba6a14d1d38e2b8233257118eb1;9
BINANCE;PowerPool;CVP;0x5ec3adbdae549dce842e24480eb2434769e22b2e;18
GATE;WingRiders;WRT;0x5f0555c465634c5311cB2313Ff891E5A2A29fFf1;6
BINANCE;Maker;MKR;0x5f0da599bb2cccfcf6fdfd7d81743b6020864350;18
MEXC;AiMalls;AIT;0x5F113F7ef20Ff111FD130e83D8e97Fd1E0E2518F;18
GATE;Nelore Coin;NLC;0x5f320c3b8f82acfe8f2bb1c85d63aa66a7ff524f;9
BINANCE;Highstreet;HIGH;0x5f4bde007dc06b867f86ebfe4802e34a1ffeed63;18
BITGET;HIGH;HIGH;0x5f4bde007dc06b867f86ebfe4802e34a1ffeed63;18
MEXC;Highstreet;HIGH;0x5f4bde007dc06b867f86ebfe4802e34a1ffeed63;18
INDODAX;XR;XR;0x5f78f4bfcb2b43bc174fe16a69a13945cefa2978;18
GATE;XRADERS;XR;0x5f78f4bfcb2b43bc174fe16a69a13945cefa2978;18
MEXC;XRADERS;XR;0x5f78F4BFCb2b43bC174FE16A69a13945CEfA2978;18
KUCOIN;XR;XR;0x5f78f4bfcb2b43bc174fe16a69a13945cefa2978;18
MEXC;Hemi;HEMI;0x5fFD0EAdc186AF9512542d0d5e5eAFC65d5aFc5B;18
BINANCE;HEMI;HEMI;0x5ffd0eadc186af9512542d0d5e5eafc65d5afc5b;18
GATE;Hemi;HEMI;0x5ffd0eadc186af9512542d0d5e5eafc65d5afc5b;18
GATE;Rejuve Token;RJV;0x602B6C6ccE5F95c00603bd07D8fA7EbAF3747D44;6
